0.00E+00,5.75E+03,1.01E+04,1.41E+04,,,,,,,,,,,,,
5.75E+03,0.00E+00,4.30E+03,8.35E+03,,,,,,,,,,,,,
1.01E+04,4.30E+03,0.00E+00,4.05E+03,,,,,,,,,,,,,
1.41E+04,8.35E+03,4.05E+03,0.00E+00,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
